code,description,category
X645957.2,"ΕΚΤΟΜΗ ΠΝΕΥΜΟΝΙΚΟΥ ΠΑΡΕΓΧΥΜΑΤΟΣ, ΠΝΕΥΜΟΝΕΚΤΟΜΗ, ΜΕ ΕΝΔΟΠΕΡΙΚΑΡΔΙΑΚΗ ΑΠΟΛΙΝΩΣΗ ΤΩΝ ΑΓΓΕΙΩΝ, ΜΕ ΑΠΟΚΑΤΑΣΤΑΣΗ ΤΟΥ ΠΕΡΙΚΑΡΔΙΑΚΟΥ ΕΛΛΕΙΜΜΑΤΟΣ ΜΕ ΣΥΝΘΕΤΙΚΟ ΠΛΕΓΜΑ",Β
X645957.3,"ΕΚΤΟΜΗ ΠΝΕΥΜΟΝΙΚΟΥ ΠΑΡΕΓΧΥΜΑΤΟΣ, ΕΞΩΥΠΕΖΩΚΟΤΙΚΗ ΠΝΕΥΜΟΝΕΚΤΟΜΗ, ΜΕ ΣΥΝΑΦΑΙΡΕΣΗ ΗΜΙΔΙΑΦΡΑΓΜΑΤΟΣ ΚΑΙ ΠΕΡΙΚΑΡΔΙΟΥ ΓΙΑ ΜΕΣΟΘΗΛΙΩΜΑ ΚΑΙ ΑΠΟΚΑΤΑΣΤΑΣΗ ΗΜΙΔΙΑΦΡΑΓΜΑΤΟΣ ΚΑΙ ΠΕΡΙΚΑΡΔΙΟΥ ΜΕ ΣΥΝΘΕΤΙΚΟ ΠΛΕΓΜΑ",Β
X645957.4,"ΕΚΤΟΜΗ ΠΝΕΥΜΟΝΙΚΟΥ ΠΑΡΤΕΓΧΥΜΑΤΟΣ, ΠΝΕΥΜΟΝΕΚΤΟΜΗ, ΜΕ ΣΥΝΑΦΑΙΡΕΣΗ ΘΩΡΑΚΙΚΟΥ ΤΟΙΧΩΜΑΤΟΣ, ΧΩΡΙΣ ΑΠΟΚΑΤΑΣΤΑΣΗ ΤΟΥ ΕΛΛΕΙΜΑΤΟΣ ΤΟΥ ΘΩΡΑΚΙΚΟΥ ΤΟΙΧΩΜΑΤΟΣ",Β
X645957.5,"ΕΚΤΟΜΗ ΠΝΕΥΜΟΝΙΚΟΥ ΠΑΡΕΓΧΥΜΑΤΟΣ, ΠΝΕΥΜΟΝΕΚΤΟΜΗ ΜΕ ΣΥΝΑΦΑΙΡΕΣΗ ΘΩΡΑΚΙΚΟΥ ΤΟΙΧΩΜΑΤΟΣ, ΜΕ ΑΠΟΚΑΤΑΣΤΑΣΗ ΤΟΥ ΕΛΛΕΙΜΑΤΟΣ ΤΟΥ ΘΩΡΑΚΙΚΟΥ ΤΟΙΧΩΜΑΤΟΣ ΜΕ ΣΥΝΘΕΤΙΚΟ ΠΛΕΓΜΑ Ή ΣΥΝΔΥΑΣΜΟ ΣΥΝΘΕΤΙΚΟΥ ΠΛΕΓΜΑΤΟΣ ΚΑΙ ΤΣΙΜΕΝΤΟΥ",Β
X645957.6,"ΕΚΤΟΜΗ ΠΝΕΥΜΟΝΙΚΟΥ ΠΑΡΕΓΧΥΜΑΤΟΣ, ΛΟΒΕΚΤΟΜΗ Ή ΔΙΛΟΒΕΚΤΟΜΗ, ΜΕ ΣΥΝΑΦΑΙΡΕΣΗ ΘΩΡΑΚΙΚΟΥ ΤΟΙΧΩΜΑΤΟΣ, ΧΩΡΙΣ ΑΠΟΚΑΤΑΣΤΑΣΗ ΤΟΥ ΕΛΛΕΙΜΑΤΟΣ ΤΟΥ ΘΩΡΑΚΙΚΟΥ ΤΟΙΧΩΜΑΤΟΣ",Β
X645957.7,"ΕΚΤΟΜΗ ΠΝΕΥΜΟΝΙΚΟΥ ΠΑΡΕΓΧΥΜΑΤΟΣ, ΛΟΒΕΚΤΟΜΗ Ή ΔΙΛΟΒΕΚΤΟΜΗ ΜΕ ΣΥΝΑΦΑΙΡΕΣΗ ΘΩΡΑΚΙΚΟΥ ΤΟΙΧΩΜΑΤΟΣ, ΜΕ ΑΠΟΚΑΤΑΣΤΑΣΗ ΤΟΥ ΕΛΛΕΙΜΑΤΟΣ ΤΟΥ ΘΩΡΑΚΙΚΟΥ ΤΟΙΧΩΜΑΤΟΣ ΜΕ ΣΥΝΘΕΤΙΚΟ ΠΛΕΓΜΑ Ή ΣΥΝΔΥΑΣΜΟ ΣΥΝΘΕΤΙΚΟΥ ΠΛΕΓΜΑΤΟΣ ΚΑΙ ΤΣΙΜΕΝΤΟΥ",Β
X645957.8,"ΕΚΤΟΜΗ ΠΝΕΥΜΟΝΙΚΟΥ ΠΑΡΕΓΧΥΜΑΤΟΣ, ΘΩΡΑΚΟΣΚΟΠΙΚΗ ΕΚΤΟΜΗ ΤΟΥ ΕΜΦΥΣΗΜΑΤΙΚΟΥ ΠΝΕΥΜΟΝΙΚΟΥ ΠΑΡΕΓΧΥΜΑΤΟΣ (ΜΕ ΚΑΙ ΧΩΡΙΣ ΦΥΣΑΛΙΔΕΣ) ΜΕ ΠΟΛΛΑΠΛΕΣ ΣΦΗΝΟΕΙΔΕΙΣ ΕΚΤΟΜΕΣ, ΓΙΑ ΜΕΙΩΣΗ ΤΟΥ ΟΓΚΟΥ ΤΟΥ ΠΝΕΥΜΟΝΑ, ΜΕ Ή ΧΩΡΙΣ ΟΠΟΙΑΔΗΠΟΤΕ ΥΠΕΖΩΚΟΤΙΚΗ ΕΠΕΜΒΑΣΗ",Β
X645957.9,"ΜΑΣΧΑΛΙΑΙΑ ΘΩΡΑΚΟΤΟΜΗ, ΕΚΤΟΜΗ ΑΕΡΩΔΩΝ ΚΥΣΤΕΩΝ, ΜΕ Ή ΧΩΡΙΣ ΥΠΕΖΩΚΟΤΙΚΗ ΕΠΕΜΒΑΣΗ (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ)",Β
X645957.10,"ΕΚΠΥΡΗΝΥΣΗ Ή ΕΚΤΟΜΗ ΠΝΕΥΜΟΝΙΚΗΣ ΒΛΑΒΗΣ, MOΝΗΡΟΥΣ Ή ΠΟΛΛΑΠΛΗΣ, ΜΕ ΤΗ ΒΟΗΘΕΙΑ ΘΕΡΜΙΚΩΝ LASERS",Β
X645957.11,ΒΡΟΓΧΟΤΟΜΗ ΓΙΑ ΑΦΑΙΡΕΣΗ ΞΕΝΟΥ ΣΩΜΑΤΟΣ ΑΠΌ ΒΡΟΓΧΟ,Β
X645957.12,ΠΛΕΥΡΟΔΕΣΙΑ ΜΕ ΑΥΤΟΛΟΓΟ ΑΙΜΑ ΓΙΑ ΥΠΟΤΡΟΠΙΑΖΟΝΤΑ ΑΥΤΟΜΑΤΟ ΠΝΕΥΜΟΘΩΡΑΚΑ Ή ΔΙΑΦΥΓΗ ΑΕΡΑ ΜΕΤΑ ΕΚΤΟΜΗ ΠΝΕΥΜΟΝΙΚΟΥ ΠΑΡΕΓΧΥΜΑΤΟΣ,Β
X645957.13,"ΥΠΕΖΩΚΟΤΟΠΕΡΙΤΟΝΑΙΚΗ ΠΑΡΟΧΕΤΕΥΣΗ ΜΕ ΣΩΛΗΝΑ ΠΟΥ ΦΕΡΕΙ ΒΑΛΒΙΔΑ ΜΙΑΣ ΟΔΟΥ, ΥΠΟΤΡΟΠΙΑΖΟΥΣΑ ΠΛΕΥΡΙΤΙΚΗ ΣΥΛΛΟΓΗ, ΚΑΛΟΗΘΗΣΗ Ή ΚΑΚΟΗΘΗΣ ΑΙΤΙΟΛΟΓΙΑ",Β
X645957.14,"ΠΑΡΟΧΕΤΕΥΣΗ ΘΩΡΑΚΑ, ΜΕ ΘΩΡΑΚΙΚΟ ΣΩΛΗΝΑ ΜΙΚΡΟΥ ΕΥΡΟΥΣ ΜΕ ΤΗ ΜΕΘΟΔΟ ΤΟΥ ΟΔΗΓΟΥ ΣΥΡΜΑΤΟΣ (SELDINGER)",Β
X645957.15,"ΕΚΤΟΜΗ ΣΤΕΡΝΟΥ, ΜΕΡΙΚΗ Ή ΟΛΙΚΗ, ΑΠΟΚΑΤΑΣΤΑΣΗ ΜΕ ΣΥΝΘΕΤΙΚΟ ΠΛΕΓΜΑ ΚΑΙ ΤΣΙΜΕΝΤΟ, ΚΑΛΟΗΘΕΙΣ ΚΑΙ ΚΑΚΟΗΘΕΙΣ ΟΓΚΟΙ, ΧΩΡΙΣ ΜΕΤΑΘΕΣΗ ΜΥΟΔΕΡΜΑΤΙΚΩΝΚΡΗΜΝΩΝ",Β
X645957.16,"ΕΚΤΟΜΗ ΣΤΕΡΝΟΥ, ΜΕΡΙΚΗ Ή ΟΛΙΚΗ, ΑΠΟΚΑΤΑΣΤΑΣΗ ΜΕ ΣΥΝΘΕΤΙΚΟ ΠΛΕΓΜΑ ΚΑΙ ΤΣΙΜΕΝΤΟ, ΚΑΛΟΗΘΕΙΣ ΚΑΙ ΚΑΚΟΗΘΕΙΣ ΟΓΚΟΙ, ΜΕ ΜΕΤΑΘΕΣΗ ΜΥΟΔΕΡΜΑΤΙΚΩΝ ΚΡΗΜΝΩΝ",Β
X645957.17,"ΕΚΤΟΜΗ ΠΟΛΛΑΠΛΩΝ ΠΛΕΥΡΩΝ ΚΑΙ ΣΤΕΡΝΟΥ, ΑΠΟΚΑΤΑΣΤΑΣΗ ΜΕ ΣΥΝΘΕΤΙΚΟ ΠΛΕΓΜΑ ΚΑΙ ΤΣΙΜΕΝΤΟ, ΧΩΡΙΣ ΜΕΤΑΘΕΣΗ ΜΥΟΔΕΡΜΑΤΙΚΩΝ ΚΡΗΜΝΩΝ",Β
X645957.18,"ΕΚΤΟΜΗ ΠΛΕΥΡΩΝ ΚΑΙ ΣΤΕΡΝΟΥ, ΑΠΟΚΑΤΑΣΤΑΣΗ ΜΕ ΣΥΝΘΕΤΙΚΟ ΠΛΕΓΜΑ ΚΑΙ ΤΣΙΜΕΝΤΟ, ΜΕ ΜΕΤΑΘΕΣΗ ΜΥΟΔΕΡΜΑΤΙΚΩΝ ΚΡΗΜΝΩΝ",Β
X645957.19,"ΕΚΤΟΜΗ ΠΛΕΥΡΩΝ, ΑΠΟΚΑΤΑΣΤΑΣΗ ΜΕ ΣΥΝΘΕΤΙΚΟ ΠΛΕΓΜΑ",Β
X645957.20,"ΕΚΤΟΜΗ ΠΛΕΥΡΩΝ, ΑΠΟΚΑΤΑΣΤΑΣΗ ΜΕ ΣΥΝΘΕΤΙΚΟ ΠΛΕΓΜΑ ΚΑΙ ΤΣΙΜΕΝΤΟ",Β
X645957.21,ΕΚΤΟΜΗ ΜΙΑΣ ΠΛΕΥΡΑΣ,Β
X645957.22,"ΑΠΟΚΑΤΑΣΤΑΣΗ ΣΚΑΦΟΕΙΔΟΥΣ ΣΤΕΡΝΟΥ, ΑΝΟΙΧΤΗ, ΑΠΟΚΑΤΑΣΤΑΣΗ ΜΕ ΣΥΝΘΕΤΙΚΟ ΠΛΕΓΜΑ Η ΜΕΤΑΛΛΙΚΗ ΡΑΒΔΟ",Β
X645957.23,"ΑΠΟΚΑΤΑΣΤΑΣΗ ΣΚΑΦΟΕΙΔΟΥΣ ΣΤΕΡΝΟΥ, ΘΩΡΑΚΟΣΚΟΠΙΚΗ, ΑΠΟΚΑΤΑΣΤΑΣΗ ΜΕ ΜΕΤΑΛΛΙΚΗ ΡΑΒΔΟ",Β
X645957.24,"ΑΠΟΚΑΤΑΣΤΑΣΗ ΣΚΑΦΟΕΙΔΟΥΣ ΣΤΕΡΝΟΥ, ΑΝΟΙΧΤΗ ΠΡΟΣΠΕΛΑΣΗ, ΑΠΟΚΑΤΑΣΤΑΣΗ ΜΕ ΣΥΝΘΕΤΙΚΟ ΠΛΕΓΜΑ ΚΑΙ ΣΥΣΤΗΜΑ ΟΣΤΕΟΣΥΝΘΕΣΗΣ ΑΠΌ ΤΙΤΑΝΙΟ",Β
X645957.25,"ΑΠΟΚΑΤΑΣΤΑΣΗ ΚΑΡΙΝΟΕΙΔΟΥΣ ΣΤΕΡΝΟΥ, ΑΝΟΙΧΤΗ ΠΡΟΣΠΕΛΑΣΗ",Β
X645957.26,"ΑΠΟΚΑΤΑΣΤΑΣΗ ΚΑΡΙΝΟΕΙΔΟΥΣ ΣΤΕΡΝΟΥ, ΘΩΡΑΚΟΣΚΟΠΙΚΗ ΠΡΟΣΠΕΛΑΣΗ",Β
X645957.27,"ΕΚΤΟΜΗ ΤΗΣ 1ΗΣ ΠΛΕΥΡΑΣ ΓΙΑ ΣΥΝΔΡΟΜΟ ΕΞΟΔΟΥ ΤΟΥ ΘΩΡΑΚΑ, ΑΝΟΙΧΤΗ ΠΡΟΣΠΕΛΑΣΗ (ΜΑΣΧΑΛΙΑΙΑ ΘΩΡΑΚΟΤΟΜΗ)",Β
X645957.28,"ΕΚΤΟΜΗ ΤΗΣ 1ΗΣ ΠΛΕΥΡΑΣ ΓΙΑ ΣΥΝΔΡΟΜΟ ΕΞΟΔΟΥ ΤΟΥ ΘΩΡΑΚΑ, ΘΩΡΑΚΟΣΚΟΠΙΚΗ ΠΡΟΣΠΕΛΑΣΗ",Β
X645957.29,"ΜΕΙΖΩΝ ΑΠΟΚΑΤΑΣΤΑΣΗ, ΘΩΡΑΚΙΚΟΥ ΤΟΙΧΩΜΑΤΟΣ (ΜΕΤΑΤΡΑΥΜΑΤΙΚΗ), ΧΡΗΣΗ ΣΥΣΤΗΜΑΤΟΣ ΟΣΤΕΟΣΥΝΘΕΣΗΣ ΑΠΌ ΤΙΤΑΝΙΟ",Β
X645957.30,ΣΥΡΡΑΦΗ ΚΑΤΑΓΜΑΤΟΣ ΣΤΕΡΝΟΥ,Β
X645957.31,ΑΠΟΚΑΤΑΣΤΑΣΗ ΨΕΥΔΑΡΘΡΩΣΗΣ ΣΤΕΡΝΟΥ,Β
X645957.32,ΕΚΤΟΜΗ ΕΝΌΣ Η ΠΟΛΛΑΠΛΩΝ ΠΛΕΥΡΙΚΩΝ ΧΟΝΔΡΩΝ,Β
X645957.33,ΕΚΤΟΜΗ ΤΗΣ ΞΙΦΟΕΙΔΟΥΣ ΑΠΟΦΥΣΗΣ ΤΟΥ ΣΤΕΡΝΟΥ,Β
X645979,ΠΑΡΑΚΕΝΤΗΣΗ ΠΕΡΙΚΑΡΔΙΟΥ. ΑΡΧΙΚΗ,Β
X645981,ΠΑΡΑΚΕΝΤΗΣΗ ΠΕΡΙΚΑΡΔΙΟΥ. ΕΠΑΝΑΛΑΜΒΑΝΟΜΕΝΗ,Β
X645989,ΤΟΠΟΘΕΤΗΣΗ ΣΩΛΗΝΩΝ ΠΕΡΙΚΑΡΔΙΟΣΤΟΜΙΑΣ,Β
X645999,ΠΕΡΙΚΑΡΔΙΟΤΟΜΙΑ ΓΙΑ ΑΦΑΙΡΕΣΗ ΘΡΟΜΒΟΥ Ή ΞΕΝΟΥ ΣΩΜΑΤΟΣ (ΑΡΧΙΚΗ ΔΙΑΔΙΚΑΣΙΑ),Β
X646009,ΔΗΜΙΟΥΡΓΙΑ ΠΕΡΙΚΑΡΔΙΑΚΟΥ ΠΑΡΑΘΥΡΟΥ Ή ΜΕΡΙΚΗ ΕΚΤΟΜΗ ΤΟΥ ΠΕΡΙΚΑΡΔΙΟΥ ΓΙΑ ΠΑΡΟΧΕΤΕΥΣΗ 1. ΥΠΟΞΙΦΟΕΙΔΗΣ 2. ΜΕ ΠΡΟΣΘΙΑ ΑΡΙΣΤΕΡΑ ΘΩΡΑΚΟΤΟΜΗ 3. ΘΩΡΑΚΟΣΚΟΠΙΚΑ 4. ΔΙΑΠΕΡΙΤΟΝΑΪΚΑ,Β
X646019,"ΕΚΤΟΜΗ ΠΕΡΙΚΑΡΔΙΟΥ, ΥΦΟΛΙΚΗ Ή ΟΛΙΚΗ. ΧΩΡΙΣ ΚΑΡΔΙΟΠΝΕΥΜΟΝΙΚΗ ΠΑΡΑΚΑΜΨΗ",Β
X646021,"ΕΚΤΟΜΗΠΕΡΙΚΑΡΔΙΟΥ, ΥΦΟΛΙΚΗ Ή ΟΛΙΚΗ. ΜΕ ΚΑΡΔΙΟΠΝΕΥΜΟΝΙΚΗ ΠΑΡΑΚΑΜΨΗ",Β
X646059,ΕΚΤΟΜΗ ΠΕΡΙΚΑΡΔΙΑΚΗΣ ΚΥΣΤΗΣ,Β
X646199,ΕΚΤΟΜΗ ΕΝΔΟΚΑΡΔΙΑΚΟΥ ΟΓΚΟΥ ΜΕ ΚΑΡΔΙΟΠΝΕΥΜΟΝΙΚΗ ΠΑΡΑΚΑΜΨΗ,Β
X646219,ΑΦΑΙΡΕΣΗ ΕΠΙΚΑΡΔΙΑΚΟΥ ΟΓΚΟΥ,Β
X646239,"ΔΙΑΜΥΟΚΑΡΔΙΑΚΗ ΕΠΑΝΑΓΓΕΙΩΣΗ ΜΕ ΛΕΪΖΕΡ, ΜΕΣΩ ΘΩΡΑΚΟΤΟΜΗΣ. (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ)",Β
X646241,"ΔΙΑΜΥΟΚΑΡΔΙΑΚΗ ΕΠΑΝΑΓΓΕΙΩΣΗ ΜΕ ΛΕΪΖΕΡ, ΜΕΣΩ ΣΤΕΡΝΟΤΟΜΗΣ ΟΤΑΝ ΔΙΕΝΕΡΓΕΙΤΑΙ ΤΑΥΤΟΧΡΟΝΑ ΜΕ ΑΛΛΗ ΑΝΟΙΚΤΗ ΚΑΡΔΙΟΧΕΙΡΟΥΡΓΙΚΗ ΕΠΕΜΒΑΣΗΣ(ΕΙΣ) (ΝΑ ΚΑΤΑΓΡΑΦΕΤΑΙ ΞΕΧΩΡΙΣΤΑ ΕΠΙΠΛΕΟΝ ΤΟΥ ΚΩΔΙΚΟΥ ΤΗΣ ΑΡΧΙΚΗΣ ΔΙΑΔΙΚΑΣΙΑΣ)",Β
X646363,"ΤΟΠΟΘΕΤΗΣΗ ΕΠΙΚΑΡΔΙΑΚΟΥ ΗΛΕΚΤΡΟΔΙΟΥ(ΩΝ). ΑΝΟΙΚΤΗ ΤΟΜΗ (ΠΧ. ΘΩΡΑΚΟΤΟΜΗ, ΜΕΣΗ ΣΤΕΡΝΟΤΟΜΗ, ΥΠΟΞΙΦΟΕΙΔΙΚΗ ΠΡΟΣΠΕΛΑΣΗ)",Β
X646365,"ΤΟΠΟΘΕΤΗΣΗ ΕΠΙΚΑΡΔΙΑΚΟΥ ΗΛΕΚΤΡΟΔΙΟΥ(ΩΝ). ΕΝΔΟΣΚΟΠΙΚΗ ΠΡΟΣΠΕΛΑΣΗ (ΠΧ. ΘΩΡΑΚΟΣΚΟΠΗΣΗ, ΠΕΡΙΚΑΡΔΙΟΣΚΟΠΗΣΗ)",Β
X646371,ΤΟΠΟΘΕΤΗΣΗ Ή ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΜΟΝΙΜΟΥ ΒΗΜΑΤΟΔΟΤΗ ΜΕ ΔΙΑΦΛΕΒΙΟ ΚΟΛΠΙΚΟ ΗΛΕΚΤΡΟΔΙΟ(Α),Β
X646373,ΤΟΠΟΘΕΤΗΣΗ Ή ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΜΟΝΙΜΟΥ ΒΗΜΑΤΟΔΟΤΗ ΜΕ ΔΙΑΦΛΕΒΙΟ ΚΟΙΛΙΑΚΟ ΗΛΕΚΤΡΟΔΙΟ(Α),Β
X646375,ΤΟΠΟΘΕΤΗΣΗ Ή ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΜΟΝΙΜΟΥ ΒΗΜΑΤΟΔΟΤΗ ΜΕ ΔΙΑΦΛΕΒΙΑ ΗΛΕΚΤΡΟΔΙΑ ΔΥΟ ΚΑΡΔΙΑΚΩΝ ΚΟΙΛΟΤΗΤΩΝ (ΚΟΛΠΟΚΟΙΛΙΑΚΟ),Β
X646379,ΤΟΠΟΘΕΤΗΣΗ Ή ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΠΡΟΣΩΡΙΝΟΥ ΔΙΑΦΛΕΒΙΟΥ ΗΛΕΚΤΡΟΔΙΟΥ ΔΕΞΙΑΣ ΚΟΙΛΙΑΣ (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ),Β
X646381,ΤΟΠΟΘΕΤΗΣΗ Ή ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΠΡΟΣΩΡΙΝΟΥ ΔΙΑΦΛΕΒΙΟΥ ΗΛΕΚΤΡΟΔΙΟΥ ΒΗΜΑΤΟΔΟΤΗΣΗΣ ΔΥΟ ΚΑΡΔΙΑΚΩΝ ΚΟΙΛΟΤΗΤΩΝ (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ),Β
X646383,ΤΟΠΟΘΕΤΗΣΗ Ή ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΓΕΝΝΗΤΡΙΑΣ ΒΗΜΑΤΟΔΟΤΗ ΜΙΑΣ ΚΑΡΔΙΑΚΗΣ ΚΟΙΛΟΤΗΤΑΣ,Β
X646385,ΤΟΠΟΘΕΤΗΣΗ Ή ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΓΕΝΝΗΤΡΙΑΣ ΒΗΜΑΤΟΔΟΤΗ ΔΥΟ ΚΑΡΔΙΑΚΩΝ ΚΟΙΛΟΤΗΤΩΝ,Β
X646387,"ΑΝΑΒΑΘΜΙΣΗ ΕΜΦΥΤΕΥΜΕΝΟΥ ΣΥΣΤΗΜΑΤΟΣ ΒΗΜΑΤΟΔΟΤΗ, ΜΕΤΑΤΡΟΠΗ ΣΥΣΤΗΜΑΤΟΣ ΜΙΑΣ ΚΟΙΛΟΤΗΤΑΣ ΣΕ ΣΥΣΤΗΜΑ ΔΥΟ ΚΟΙΛΟΤΗΤΩΝ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΑΦΑΙΡΕΣΗ ΤΗΣ ΠΡΟΗΓΟΥΜΕΝΩΣ ΤΟΠΟΘΕΤΗΜΕΝΗΣ ΓΕΝΝΗΤΡΙΑΣ, ΔΟΚΙΜΗ ΤΗΣ ΥΠΑΡΧΟΥΣΑΣ ΑΠΑΓΩΓΗΣ, ΤΟΠΟΘΕΤΗΣΗ ΚΑΙΝΟΥΡΙΑΣ ΑΠΑΓΩΓΗΣ, ΤΟΠΟΘΕΤΗΣΗ ΚΑΙΝΟΥ",Β
X646389,ΕΠΑΝΑΤΟΠΟΘΕΤΗΣΗ ΗΛΕΚΤΡΟΔΙΟΥ ΠΡΟΗΓΟΥΜΕΝΩΣ ΕΜΦΥΤΕΥΜΕΝΟΥ ΔΙΑΦΛΕΒΙΟΥ ΒΗΜΑΤΟΔΟΤΗ Ή ΒΗΜΑΤΟΔΟΤΗ-ΑΠΙΝΙΔΩΤΗ (ΔΕΞΙΟΣ ΚΑΡΔΙΑΚΟΣ ΚΟΛΠΟΣ Ή ΔΕΞΙΑ ΚΟΙΛΙΑ),Β
X646391,ΤΟΠΟΘΕΤΗΣΗ ΔΙΑΦΛΕΒΙΟΥ ΗΛΕΚΤΡΟΔΙΟΥ. ΜΙΑΣ ΚΟΙΛΟΤΗΤΑΣ (ΕΝΑ ΗΛΕΚΤΡΟΔΙΟ) ΜΟΝΙΜΟΣ ΒΗΜΑΤΟΔΟΤΗΣ Ή ΜΙΑΣ ΚΟΙΛΟΤΗΤΑΣ ΒΗΜΑΤΟΔΟΤΗΣ-ΑΠΙΝΙΔΩΤΗΣ,Β
X646393,ΤΟΠΟΘΕΤΗΣΗ ΔΙΑΦΛΕΒΙΟΥ ΗΛΕΚΤΡΟΔΙΟΥ. ΔΥΟ ΚΟΙΛΟΤΗΤΩΝ (ΔΥΟ ΗΛΕΚΤΡΟΔΙΑ) ΜΟΝΙΜΟΣ ΒΗΜΑΤΟΔΟΤΗΣ Ή ΔΥΟ ΚΟΙΛΟΤΗΤΩΝ ΒΗΜΑΤΟΔΟΤΗΣ-ΑΠΙΝΙΔΩΤΗΣ,Β
X646395,"ΕΠΙΣΚΕΥΗ ΕΝΟΣ ΔΙΑΦΛΕΒΙΟΥ ΗΛΕΚΤΡΟΔΙΟΥ ΓΙΑ ΜΙΑΣ ΚΟΙΛΟΤΗΤΑΣ, ΜΟΝΙΜΟ ΒΗΜΑΤΟΔΟΤΗ Ή ΜΙΑΣ ΚΟΙΛΟΤΗΤΑΣ ΒΗΜΑΤΟΔΟΤΗ-ΑΠΙΝΙΔΩΤΗ",Β
X646399,ΕΠΙΣΚΕΥΗ ΔΥΟ ΔΙΑΦΛΕΒΙΩΝ ΗΛΕΚΤΡΟΔΙΩΝ ΓΙΑ ΔΥΟ ΚΟΙΛΟΤΗΤΩΝ ΜΟΝΙΜΟ ΒΗΜΑΤΟΔΟΤΗ Ή ΔΥΟ ΚΟΙΛΟΤΗΤΩΝ ΒΗΜΑΤΟΔΟΤΗ-ΑΠΙΝΙΔΩΤΗ,Β
X646403,ΠΕΡΙΠΟΙΗΣΗ Η ΑΛΛΑΓΗ ΘΕΣΗΣ ΤΗΣ ΘΗΚΗΣ ΤΟΥ ΒΗΜΑΤΟΔΟΤΗ,Β
X646405,ΠΕΡΙΠΟΙΗΣΗ Η ΑΛΛΑΓΗ ΘΕΣΗΣ ΤΗΣ ΘΗΚΗΣ ΜΟΝΟΕΣΤΙΑΚΟΥ Η ΔΙΠΛΟΕΣΤΙΑΚΟΥ ΒΗΜΑΤΟΔΟΤΗ - ΑΠΙΝΙΔΩΤΗ,Β
X646407,"ΕΙΣΑΓΩΓΗ ΗΛΕΚΤΡΟΔΙΟΥ ΒΗΜΑΤΟΔΟΤΗΣΗΣ, ΣΤΟ ΣΤΕΦΑΝΙΑΙΟ ΚΟΛΠΟ ΓΙΑ ΒΗΜΑΤΟΔΟΤΗΣΗ ΑΡΙΣΤΕΡΗΣ ΚΟΙΛΙΑΣ, ΜΕ ΠΡΟΣΑΡΤΗΣΗ ΣΕ ΠΡΟΗΓΟΥΜΕΝΩΣ ΕΜΦΥΤΕΥΜΕΝΟ ΒΗΜΑΤΟΔΟΤΗ Ή ΓΕΝΝΗΤΡΙΑ ΠΑΛΜΟΥ ΒΗΜΑΤΟΔΟΤΗ-ΑΠΙΝΙΔΩΤΗ (ΣΥΜΠΕΡΙΛΑΜΒΑΝΕΤΑΙ Η ΑΝΑΘΕΩΡΗΣΗ ΤΗΣ ΘΗΚΗΣ, Η ΑΦΑΙΡΕΣΗ, Η ΕΙΣΑΓΩΓΗ",Β
X646409,"ΕΙΣΑΓΩΓΗ ΗΛΕΚΤΡΟΔΙΟΥ ΒΗΜΑΤΟΔΟΤΗΣΗΣ ΣΤΟ ΣΤΕΦΑΝΙΑΙΟ ΚΟΛΠΟ ΓΙΑ ΒΗΜΑΤΟΔΟΤΗΣΗ ΑΡΙΣΤΕΡΗΣ ΚΟΙΛΙΑΣ, ΚΑΤΑ ΤΗ ΣΤΙΓΜΗ ΤΗΣ ΕΙΣΑΓΩΓΗΣ ΤΟΥ ΒΗΜΑΤΟΔΟΤΗ-ΑΠΙΝΙΔΩΤΗ Ή ΤΗΣ ΓΕΝΝΗΤΡΙΑΣ ΠΑΛΜΩΝ ΒΗΜΑΤΟΔΟΤΗ (ΣΥΜΠΕΡΙΛΑΜΒΑΝΕΤΑΙ ΑΝΑΒΑΘΜΙΣΗ ΣΕ ΣΥΣΤΗΜΑ ΔΙΠΛΟΥ ΘΑΛΑΜΟΥ)",Β
